carAge;dureeGarantie;kilometrage;marqueModele;prixTtc;puissanceFiscale;tauxCo2;typeEnergie;dureeTotale;valeurRachat
24;1;39614;74;17990.0;5;125;3;60.0;5844.11
6;19;5;35;23500.0;6;127;3;60.0;10349.39
3;21;10;11;57400.0;20;183;1;60.0;24383.86
7;18;26;9;59860.0;11;166;5;60.0;27739.1
3;22;2;79;26860.0;7;125;1;60.0;11398.2
4;20;12;48;29860.0;6;121;7;60.0;10145.03
22;2;58885;29;25860.0;7;130;3;60.0;7988.28
13;11;10;92;31864.0;7;132;7;60.0;11967.97
13;48;2570;34;33160.0;8;142;1;60.0;12263.57
3;22;10;93;24664.0;5;107;6;60.0;12032.63
23;2;23981;24;13860.0;4;110;1;60.0;4104.48
40;0;32581;81;24230.0;7;146;1;42.0;10898.32
5;20;101;80;27490.0;7;122;1;60.0;11695.96
25;0;41312;96;25244.0;7;156;1;60.0;8318.43
5;19;10;107;28364.0;8;132;1;60.0;11377.16
4;21;22;27;29860.0;7;129;3;60.0;13689.35
22;3;19176;25;16160.0;4;123;1;60.0;5029.71
21;4;32100;32;42300.0;7;191;3;60.0;16025.09
23;2;28207;24;13860.0;4;110;1;60.0;4079.49
10;14;10;36;23490.0;6;130;3;60.0;10604.03
8;17;13;74;22560.0;6;130;1;60.0;7224.48
24;1;31507;85;31360.0;7;121;3;60.0;10542.02
3;33;7;114;37360.0;8;120;6;60.0;16376.73
7;18;7;93;31860.0;7;134;7;60.0;13105.21
9;16;11;44;18860.0;5;128;3;60.0;6989.96
11;14;16848;121;28990.0;6;131;1;60.0;10749.51
11;13;5640;37;16490.0;5;127;1;60.0;6921.95
6;19;10;76;29490.0;7;123;1;60.0;12110.8
6;19;10;88;33990.0;7;138;3;60.0;11944.64
13;12;10;29;39990.0;10;32;7;60.0;17441.52
9;16;10;29;37990.0;7;140;1;60.0;13831.27
30;0;82931;105;23290.0;8;127;3;54.0;8184.49
9;16;10;29;40490.0;7;130;3;60.0;14047.29
6;19;10;84;38990.0;7;142;1;60.0;14816.28
27;0;26500;2;32990.0;6;116;7;54.0;15871.1
8;17;10;82;31990.0;7;114;3;60.0;11598.95
32;0;28981;26;20990.0;6;139;3;48.0;7621.97
6;19;10;98;24990.0;5;138;3;60.0;8749.46
41;0;39420;125;32490.0;8;143;3;42.0;12336.23
6;19;10;98;24990.0;5;138;3;60.0;8749.46
9;28;10;114;34490.0;8;119;6;60.0;14632.57
34;0;32927;25;14990.0;5;115;3;48.0;5673.57
4;21;20;100;44990.0;8;219;3;60.0;15872.58
6;19;10;44;19990.0;5;128;3;60.0;7241.14
28;0;1665;119;41990.0;11;136;3;54.0;14421.6
6;19;10;84;38990.0;7;142;1;60.0;14816.28
46;0;54470;2;22990.0;8;119;1;36.0;12610.6
6;19;10;76;28990.0;7;123;1;60.0;12110.8
39;0;25739;14;43490.0;10;138;1;42.0;21430.74
11;14;10;29;39990.0;7;206;3;60.0;18497.91
6;19;10;44;19990.0;5;128;3;60.0;7241.14
6;19;10;98;24990.0;5;138;3;60.0;8749.46
9;28;10;114;32990.0;8;119;6;60.0;14632.57
31;0;43825;81;38990.0;11;30;7;54.0;18541.69
27;0;15340;122;27990.0;8;142;1;54.0;9170.97
21;3;23050;119;39990.0;7;138;3;60.0;11123.21
21;3;20711;40;48490.0;10;31;7;60.0;19962.47
23;2;17358;66;26990.0;7;125;1;60.0;9800.0
17;7;12500;93;23490.0;7;130;1;60.0;9017.56
13;12;9565;42;17990.0;4;108;7;60.0;5801.33
8;17;10;82;31990.0;7;114;3;60.0;11598.95
8;17;10;82;30990.0;7;114;3;60.0;11318.77
26;0;4500;38;30990.0;7;126;3;54.0;10743.28
9;28;10;114;34490.0;8;119;6;60.0;14632.57
4;33;10;115;32990.0;8;119;6;60.0;12567.31
8;17;10;25;18990.0;4;123;1;60.0;7322.24
21;3;60103;82;20990.0;7;127;1;60.0;8543.1
10;15;10;79;31990.0;7;132;3;60.0;14018.4
20;5;13592;92;27990.0;7;132;7;60.0;11018.08
21;4;3078;40;44990.0;10;31;7;60.0;19068.55
34;3;31433;116;27490.0;7;139;3;48.0;8874.77
48;0;26106;66;23990.0;7;122;1;36.0;8538.17
5;31;10;115;32990.0;8;119;6;60.0;12454.64
9;16;10;29;40490.0;7;130;3;60.0;14047.29
18;7;11418;93;23490.0;7;130;1;60.0;8997.65
10;15;10;29;37990.0;7;130;3;60.0;13918.24
23;14;32914;117;36990.0;10;129;3;60.0;16564.04
6;19;10;98;24990.0;5;138;3;60.0;8749.46
21;4;18453;93;19990.0;6;125;3;60.0;8584.05
19;6;14936;92;27990.0;7;132;7;60.0;11119.72
34;0;7497;81;43590.0;11;30;7;48.0;21126.17
46;0;35000;112;35990.0;0;0;0;36.0;10159.02
4;33;10;115;32990.0;8;119;6;60.0;12567.31
10;15;12138;80;24200.0;5;121;1;60.0;8539.26
12;12;13552;49;52990.0;7;229;3;60.0;23605.88
11;14;10;48;27990.0;6;129;7;60.0;9314.98
13;12;9412;46;24990.0;8;145;1;60.0;9353.99
16;8;15002;59;29990.0;6;125;3;60.0;13473.4
6;19;10;44;19990.0;5;128;3;60.0;7241.14
8;17;10;29;35490.0;7;140;1;60.0;13948.45
8;17;10;82;31990.0;7;128;3;60.0;12166.18
32;0;3268;79;27490.0;7;132;1;48.0;9814.35
20;5;38823;126;54990.0;15;55;7;60.0;22353.54
22;3;32504;123;32990.0;8;143;3;60.0;12849.62
9;16;10;79;31990.0;7;132;3;60.0;14080.11
35;0;63541;82;17490.0;7;123;3;48.0;7793.12
7;18;500;45;35990.0;7;191;3;60.0;12887.35
9;16;10;47;39990.0;8;131;6;60.0;17961.43
9;16;10;47;39990.0;8;131;6;60.0;17961.43
19;6;11222;80;20690.0;5;118;1;60.0;7297.93
9;28;10;114;34490.0;8;119;6;60.0;14379.26
8;17;10;28;36990.0;7;137;1;60.0;14773.62
43;0;52370;1;20790.0;6;130;1;42.0;8509.99
34;0;9400;50;17990.0;5;0;3;48.0;6459.75
18;7;13310;93;23490.0;7;135;1;60.0;9761.77
31;30;32053;51;16990.0;6;140;1;54.0;7181.81
60;0;96325;81;18490.0;6;106;3;24.0;8256.57
6;19;10;44;19990.0;5;128;3;60.0;7241.14
12;13;3500;82;29990.0;7;125;1;60.0;10127.64
8;17;10;25;18490.0;4;123;1;60.0;7322.24
49;0;21892;80;13990.0;4;108;1;30.0;5844.54
6;19;10;44;19990.0;5;128;3;60.0;7241.14
16;8;13629;119;28990.0;7;122;1;60.0;9939.06
8;17;10;28;36990.0;7;137;1;60.0;14773.62
7;18;10;81;36990.0;7;139;1;60.0;14849.26
11;14;14434;79;27790.0;7;125;1;60.0;10425.11
8;16;10;82;28990.0;7;114;3;60.0;10272.4
7;18;500;45;35490.0;7;191;3;60.0;12887.35
22;3;14000;112;39990.0;7;0;0;60.0;10311.67
6;19;15;82;33990.0;7;129;3;60.0;12751.47
10;15;801;26;27390.0;6;134;3;60.0;9517.08
9;16;10;47;39990.0;8;131;6;60.0;17961.43
8;17;10;82;31990.0;7;114;3;60.0;11598.95
20;5;13248;92;27990.0;7;132;7;60.0;11047.54
22;2;28601;15;51990.0;10;156;3;60.0;21689.81
3;22;2;25;23660.0;6;134;1;60.0;11293.83
24;1;48132;82;24900.0;7;132;1;60.0;8843.9
9;16;2;27;29060.0;7;129;3;60.0;12268.12
40;0;76294;25;15092.0;5;104;1;42.0;6060.03
4;21;2;27;28860.0;7;129;3;60.0;13230.9
6;19;5;27;28860.0;7;119;1;60.0;10197.57
8;17;18;122;38060.0;8;135;1;60.0;14477.14
6;19;2;27;28860.0;7;119;1;60.0;10197.57
6;19;2;27;28860.0;7;129;3;60.0;12669.7
9;51;9;34;33060.0;8;142;1;60.0;12519.87
25;0;16510;76;28500.0;5;125;1;60.0;6794.77
2;23;10;94;20164.0;5;117;1;60.0;9187.59
17;8;10;81;36800.0;7;135;3;60.0;14919.17
13;48;5835;34;33860.0;8;150;1;60.0;12597.56
9;51;10;34;33060.0;8;142;1;60.0;12519.87
7;18;21;9;56860.0;9;148;5;60.0;26224.42
7;18;2;27;28860.0;7;119;1;60.0;10026.18
13;12;20593;26;21650.0;6;136;1;60.0;7986.47
3;22;2;25;23860.0;6;134;1;60.0;11293.83
23;2;20152;24;14300.0;4;109;1;60.0;3881.25
31;0;54211;119;26244.0;8;119;3;54.0;9678.43
6;19;2;80;26860.0;7;122;1;60.0;11578.74
3;22;2;25;23860.0;6;134;1;60.0;11293.83
2;23;10;35;27134.0;6;139;3;60.0;12551.7
2;23;11;81;47860.0;11;27;6;60.0;25208.85
2;23;10;35;26634.0;6;139;3;60.0;12320.42
47;0;89741;89;63990.0;15;227;1;36.0;20951.31
15;10;10;94;18990.0;5;117;1;60.0;8295.43
3;22;2;27;29860.0;7;129;3;60.0;13650.05
22;2;24845;79;28490.0;7;125;1;60.0;9590.22
2;23;10;94;20864.0;5;117;1;60.0;9187.59
6;19;2;25;20860.0;4;123;1;60.0;7533.71
5;19;1;26;27360.0;7;142;1;60.0;9007.69
6;19;2;25;20860.0;4;123;1;60.0;7533.71
27;0;39225;81;32900.0;7;135;3;54.0;11977.6
8;16;10;25;18864.0;4;123;1;60.0;6288.05
17;8;10;81;35800.0;7;135;3;60.0;13668.6
6;19;2;25;20860.0;4;123;1;60.0;7533.71
10;15;10;25;19864.0;5;111;3;60.0;7690.33
6;19;2;27;29860.0;7;129;3;60.0;12669.7
7;18;10;82;35600.0;7;128;3;60.0;12261.72
25;0;13541;84;38400.0;7;133;3;60.0;12259.39
8;17;30;82;38800.0;7;128;3;60.0;13554.58
4;21;22;27;29860.0;7;129;3;60.0;13689.35
9;16;30;82;38000.0;7;128;1;60.0;12647.25
26;0;28747;80;20792.0;5;109;3;54.0;6525.8
7;18;10;82;35800.0;7;128;3;60.0;12261.72
6;19;2;25;20860.0;4;123;1;60.0;7533.71
22;3;23637;25;18360.0;6;124;1;60.0;6796.26
5;20;2;25;23360.0;6;120;1;60.0;8674.18
5;19;2;25;23360.0;6;120;1;60.0;8674.18
25;0;58860;82;22300.0;7;120;3;60.0;7375.01
5;19;2;25;23360.0;6;120;1;60.0;8674.18
8;17;30;82;31000.0;7;114;3;60.0;10272.4
28;0;16840;82;23800.0;7;120;3;54.0;8463.1
16;9;20066;40;37832.0;7;143;3;60.0;16119.85
23;2;32776;81;32700.0;7;145;1;60.0;11469.39
4;21;13;26;26760.0;7;142;1;60.0;10057.06
10;15;6000;82;40544.0;8;23;7;60.0;16318.35
10;15;10962;80;20700.0;5;109;3;60.0;7412.3
6;19;2;26;26860.0;7;142;1;60.0;8931.04
5;19;2;26;26860.0;7;142;1;60.0;9007.69
38;0;80895;82;16812.0;5;102;1;42.0;7964.78
23;2;29790;13;33990.0;7;129;1;60.0;15566.4
8;16;10;25;24700.0;5;112;3;60.0;9563.31
15;10;10;27;28800.0;6;113;3;60.0;9929.79
8;17;10;25;24200.0;5;112;3;60.0;9563.31
9;16;10;25;24200.0;5;112;3;60.0;9487.97
11;14;15;27;30600.0;7;130;1;60.0;11595.9
12;13;15868;25;19990.0;6;120;1;60.0;7854.17
12;12;18600;27;21490.0;5;122;1;60.0;7765.76
39;0;61456;84;29730.0;10;167;1;42.0;12992.69
34;0;58500;119;23382.0;8;129;1;48.0;9427.55
8;17;10;26;27600.0;7;142;1;60.0;8775.5
11;14;10;25;18490.0;4;123;1;60.0;6110.54
24;1;31166;79;22790.0;5;123;1;60.0;6981.78
40;0;65251;84;28404.0;6;109;1;42.0;11587.86
3;22;10;93;26864.0;7;130;7;60.0;13011.37
12;13;18562;25;18690.0;6;120;1;60.0;6756.41
10;15;14743;35;21800.0;6;127;3;60.0;9605.39
4;21;3;81;48860.0;11;27;6;60.0;25211.21
2;23;15;93;25360.0;5;132;1;60.0;12144.14
4;21;10;93;34360.0;5;30;7;60.0;19453.72
4;21;9;93;34360.0;5;30;7;60.0;19474.57
4;21;100;93;34360.0;5;30;7;60.0;19461.13
4;21;11;93;34360.0;5;30;7;60.0;19461.13
3;22;16;93;25160.0;5;132;1;60.0;11917.71
3;22;3;85;38860.0;7;130;3;60.0;13960.88
2;23;3;85;38860.0;7;130;3;60.0;14199.57
6;19;7;93;34360.0;5;30;7;60.0;19368.35
2;22;7;94;21460.0;5;117;1;60.0;9922.58
26;0;34551;79;21490.0;5;123;1;54.0;7345.56
5;20;3;84;35860.0;7;141;1;60.0;15425.9
13;11;26993;26;21502.0;6;130;3;60.0;7775.0
17;8;10;81;36800.0;7;135;3;60.0;14919.17
4;21;2;81;36460.0;7;145;1;60.0;16469.07
10;51;7;34;34060.0;8;142;1;60.0;12723.44
8;17;16;122;37060.0;8;135;1;60.0;14096.76
8;17;3;27;29060.0;7;120;3;60.0;11674.13
8;17;3;27;30060.0;7;129;3;60.0;12359.26
6;19;2;27;29860.0;7;119;1;60.0;10197.57
2;23;10;94;21864.0;5;117;1;60.0;9922.58
14;11;3;27;28060.0;7;129;3;60.0;11734.17
8;17;2;27;29060.0;7;120;3;60.0;11674.13
25;0;20684;81;39360.0;10;31;6;60.0;16390.43
22;3;37950;25;16652.0;4;123;1;60.0;6273.82
34;0;35293;101;20744.0;7;136;1;48.0;7761.34
13;48;6014;34;32860.0;8;150;1;60.0;12212.68
2;23;10;94;20564.0;5;117;1;60.0;9187.59
6;19;2;27;28860.0;7;129;3;60.0;12669.7
12;48;3542;34;33260.0;8;142;1;60.0;12357.28
12;49;3310;34;33260.0;8;150;1;60.0;12489.73
7;18;23;9;58860.0;11;166;5;60.0;27739.1
6;19;2;27;28860.0;7;129;3;60.0;12669.7
2;23;10;94;20864.0;5;117;1;60.0;9187.59
8;29;6;69;31560.0;7;143;7;60.0;12920.42
5;20;2;76;27860.0;7;132;1;60.0;12638.96
6;19;2;76;27260.0;6;118;3;60.0;9801.74
11;14;10;76;30660.0;7;123;1;60.0;9164.79
11;14;10;76;30660.0;7;123;1;60.0;9164.79
10;15;3;76;29960.0;7;123;1;60.0;9250.28
6;18;2;73;19860.0;5;106;3;60.0;7900.06
8;17;13;48;30060.0;6;121;7;60.0;9695.97
10;15;6;54;39060.0;7;41;7;60.0;14674.85
4;21;9;48;29860.0;6;129;7;60.0;11006.51
8;17;33;48;30060.0;6;121;7;60.0;9695.97
6;18;2;73;20260.0;5;106;3;60.0;8059.18
4;20;9;48;29860.0;6;121;7;60.0;10145.03
9;15;6920;64;55860.0;9;151;3;60.0;22877.48
9;15;3;54;39060.0;7;41;7;60.0;14839.92
6;19;2;76;27860.0;7;123;1;60.0;9592.23
10;15;4;54;39060.0;7;41;7;60.0;14674.85
10;15;8;74;29060.0;7;130;1;60.0;8326.71
6;19;2;73;19860.0;5;106;3;60.0;7900.06
9;15;7;74;29060.0;7;130;1;60.0;8434.37
24;1;23776;54;33860.0;10;45;7;60.0;12675.89
20;5;30820;29;26360.0;7;139;1;60.0;9032.36
3;22;3;29;35860.0;7;145;3;60.0;15172.52
3;22;5;29;35460.0;7;130;3;60.0;13864.77
4;21;2;29;34860.0;7;145;3;60.0;14752.94
3;22;1;29;34860.0;7;130;3;60.0;13630.17
3;22;2;29;34860.0;7;130;3;60.0;13630.17
3;22;1;29;34860.0;7;130;3;60.0;13630.17
4;21;1;29;34860.0;7;130;3;60.0;13626.99
19;5;30009;29;26360.0;7;139;1;60.0;9114.03
3;22;4;29;35860.0;7;145;3;60.0;15172.52
21;3;26650;29;24860.0;7;139;1;60.0;9008.21
4;21;1;29;37860.0;7;145;3;60.0;16164.86
6;19;10;87;40600.0;7;183;3;60.0;13215.46
6;19;2;27;29860.0;7;129;3;60.0;12669.7
5;20;5;29;35460.0;7;130;3;60.0;13947.4
3;22;3;29;35860.0;7;145;3;60.0;15172.52
3;22;4;29;35460.0;7;130;3;60.0;13864.77
3;22;3;29;35860.0;7;145;3;60.0;15172.52
4;21;2;27;29860.0;7;129;3;60.0;13689.35
6;19;2;27;29860.0;7;129;3;60.0;12669.7
6;19;2;27;29860.0;7;129;3;60.0;12669.7
6;19;2;27;29860.0;7;129;3;60.0;12669.7
6;19;2;27;29860.0;7;129;3;60.0;12669.7
22;3;20420;84;37100.0;7;139;3;60.0;13332.96
2;23;6;30;37020.0;7;242;3;60.0;14053.48
2;23;12;94;20360.0;5;117;1;60.0;9187.59
4;21;12;93;34360.0;5;30;7;60.0;19453.72
4;21;9;93;34360.0;5;30;7;60.0;19474.57
5;20;16;85;37260.0;7;130;3;60.0;13018.68
2;23;3;85;38860.0;7;130;3;60.0;14199.57
4;21;100;93;34360.0;5;30;7;60.0;19461.13
4;21;4;84;41860.0;7;146;3;60.0;17931.35
4;21;9;93;34360.0;5;30;7;60.0;19474.57
4;21;5;85;38860.0;7;130;3;60.0;13775.49
5;20;3;84;35860.0;7;141;1;60.0;15425.9
5;20;2;84;37360.0;7;133;3;60.0;16849.24
5;20;4;81;47860.0;11;27;6;60.0;24562.72
22;3;15590;84;35860.0;7;133;3;60.0;13827.53
2;23;10;81;47860.0;11;27;6;60.0;25208.85
5;19;2;84;35860.0;7;133;3;60.0;16104.46
3;22;5;84;41860.0;7;146;3;60.0;18103.11
2;23;3;85;38860.0;7;130;3;60.0;14199.57
2;23;2;85;38860.0;7;130;3;60.0;14199.57
6;19;2;84;37360.0;7;133;3;60.0;15554.57
5;20;3;85;37260.0;7;130;3;60.0;13018.68
3;22;3;82;34860.0;7;125;1;60.0;12677.66
5;20;3;81;50860.0;11;27;6;60.0;26066.58
21;4;28507;81;42860.0;11;30;6;60.0;19377.2
5;19;2;84;35860.0;7;133;3;60.0;16104.46
4;21;4;84;41860.0;7;146;3;60.0;17931.35
5;20;4;81;37860.0;7;142;3;60.0;17318.32
4;21;2;29;36860.0;7;145;3;60.0;15737.9
3;22;2;29;34860.0;7;130;3;60.0;13630.17
6;19;2;29;36860.0;7;130;3;60.0;14405.87
4;21;1;29;34860.0;7;145;3;60.0;14752.94
26;0;38400;25;16632.0;5;111;3;54.0;6384.18
7;18;2;25;22460.0;5;117;3;60.0;9039.48
13;12;10;81;38290.0;7;130;3;60.0;14512.33
3;22;10;93;27164.0;7;130;7;60.0;13124.81
3;22;10;80;27382.0;7;122;1;60.0;12763.08
10;15;10;92;31490.0;7;132;7;60.0;13709.79
4;21;10;92;34364.0;7;131;7;60.0;15217.14
8;17;10;97;29490.0;7;143;1;60.0;12822.15
8;17;10;48;29000.0;6;125;7;60.0;9307.6
9;16;10;82;37490.0;7;120;3;60.0;11961.85
25;0;21049;81;27400.0;7;130;3;60.0;10130.11
34;0;50030;119;23382.0;8;129;1;48.0;9640.98
7;18;30;39;44800.0;7;126;3;60.0;13593.1
12;13;8741;19;39860.0;8;129;3;60.0;17388.86
12;13;6793;19;39860.0;8;129;3;60.0;17334.51
8;16;22;9;60060.0;9;148;5;60.0;27644.49
12;13;7113;19;40060.0;8;129;3;60.0;17421.93
39;0;53755;84;30930.0;10;167;1;42.0;13269.42
15;10;18;19;45060.0;9;148;1;60.0;20736.63
12;13;6637;19;39860.0;8;129;3;60.0;17334.51
33;0;12960;38;26200.0;5;128;1;48.0;9446.45
26;0;38068;25;16412.0;4;123;1;54.0;6462.68
2;23;10;104;25990.0;6;120;1;60.0;11228.68
9;16;6078;82;38490.0;8;23;7;60.0;14965.89
12;13;6540;19;40360.0;8;129;3;60.0;17551.43
43;0;63995;84;29430.0;10;167;1;36.0;13169.78
24;1;31711;79;22790.0;5;123;1;60.0;6981.78
8;17;10;82;28490.0;7;114;3;60.0;10272.4
23;1;12720;73;16290.0;4;117;1;60.0;4489.81
9;16;10;80;24490.0;5;115;1;60.0;9293.24
10;15;30;39;45100.0;7;126;3;60.0;13213.19
10;15;10;82;32090.0;7;114;3;60.0;11202.49
8;17;3000;9;58490.0;11;166;5;60.0;27309.49
18;7;9190;81;29790.0;7;139;1;60.0;11576.86
3;22;10;80;27382.0;7;122;1;60.0;12763.08
42;0;53049;81;24692.0;7;146;1;42.0;9307.61
10;15;10;93;30490.0;5;34;7;60.0;16209.66
19;6;29607;26;18836.0;6;126;3;60.0;5769.38
40;0;42853;81;27664.0;10;165;1;42.0;12717.88
18;6;12401;47;35900.0;8;127;5;60.0;14043.64
23;2;8000;61;41990.0;10;134;3;60.0;20215.62
3;22;10;80;27382.0;7;122;1;60.0;12763.08
12;13;18189;25;17790.0;4;123;1;60.0;7343.23
6;19;5998;92;31044.0;5;108;6;60.0;12676.49
24;13;37412;69;24092.0;8;146;1;60.0;10936.71
13;12;7997;25;18092.0;4;123;1;60.0;5907.03
6;19;10;80;28500.0;5;115;1;60.0;10556.92
9;15;10;80;24700.0;5;115;1;60.0;9612.78
10;15;10;97;30490.0;7;143;1;60.0;12718.48
22;3;34580;25;16644.0;5;111;3;60.0;6217.65
25;0;32180;80;21000.0;5;118;1;60.0;5814.0
7;17;10;9;57590.0;9;149;5;60.0;27056.22
6;18;15;35;23300.0;7;141;1;60.0;10219.66
41;0;83247;84;26524.0;7;151;1;42.0;9149.44
6;31;10;111;30090.0;5;130;6;60.0;12243.98
11;14;10;25;18890.0;4;123;1;60.0;6110.54
12;13;7;7;40060.0;8;125;3;60.0;13853.11
5;20;10;35;23400.0;7;141;1;60.0;10391.1
5;20;15;122;32860.0;8;135;1;60.0;12467.73
3;33;5;114;36860.0;8;120;6;60.0;16157.56
2;23;9;94;20860.0;5;117;1;60.0;9187.59
4;21;10;93;34360.0;5;30;7;60.0;19453.72
3;22;7;94;20360.0;5;117;1;60.0;9061.08
2;23;11;93;25360.0;5;132;1;60.0;12138.14
8;17;12;93;32560.0;7;138;7;60.0;14290.55
3;22;14;93;24360.0;5;132;1;60.0;11155.84
6;18;7;122;38860.0;8;138;1;60.0;14749.12
13;24;5;114;33060.0;8;119;6;60.0;13185.96
7;18;10;122;37860.0;8;138;1;60.0;13874.51
3;22;4;85;38860.0;7;130;3;60.0;13960.88
4;21;8;93;34360.0;5;30;7;60.0;19461.13
4;21;3;85;38860.0;7;130;3;60.0;13775.49
2;23;13;94;20360.0;5;117;1;60.0;9187.59
2;23;17;93;25360.0;5;132;1;60.0;12144.14
14;23;3;114;33060.0;8;119;6;60.0;13071.95
13;24;4;114;33060.0;8;119;6;60.0;13185.96
3;33;7;114;36860.0;8;120;6;60.0;16157.56
13;24;8;114;33060.0;8;119;6;60.0;13185.96
13;24;3;114;33060.0;8;119;6;60.0;13185.96
10;15;4;54;39060.0;7;41;7;60.0;14674.85
7;18;7;44;19260.0;5;128;3;60.0;7117.84
7;18;8;44;19260.0;5;128;3;60.0;7117.84
8;17;9;44;18260.0;5;128;3;60.0;6946.58
7;18;7;44;18660.0;5;128;3;60.0;7117.84
5;19;10;48;29860.0;6;121;7;60.0;10042.01
4;20;10;48;29860.0;6;121;7;60.0;10145.03
4;20;25;48;29860.0;6;129;7;60.0;11006.51
8;17;8;44;18860.0;5;128;3;60.0;7050.7
7;18;8;44;19260.0;5;128;3;60.0;7117.84
7;18;8;44;19260.0;5;128;3;60.0;7117.84
7;18;12;44;18660.0;5;128;3;60.0;7117.84
7;18;7;44;19260.0;5;128;3;60.0;7117.84
7;18;12;44;19260.0;5;128;3;60.0;7117.84
9;16;8;44;18860.0;5;128;3;60.0;6657.1
4;21;8;48;29860.0;6;121;7;60.0;10145.03
9;16;10;47;36660.0;8;127;5;60.0;16109.91
4;21;9;48;29860.0;6;121;7;60.0;10145.03
5;20;7;48;29860.0;6;129;7;60.0;11069.3
5;19;11;48;29860.0;6;121;7;60.0;10042.01
10;14;10;9;59990.0;11;166;5;60.0;27812.02
12;13;9424;19;39860.0;8;129;3;60.0;17364.75
5;19;10;119;29990.0;6;110;3;60.0;12085.22
4;20;2;42;20360.0;4;105;7;60.0;7988.62
10;14;8;35;26700.0;8;157;1;60.0;11065.52
10;15;7;35;26700.0;8;157;1;60.0;11065.52
4;20;2;42;20360.0;4;105;7;60.0;7988.62
10;15;6;35;26700.0;8;157;1;60.0;11065.52
8;17;9;44;18260.0;5;128;3;60.0;6946.58
7;18;7;44;19260.0;5;128;3;60.0;7117.84
4;20;3;42;20360.0;4;105;7;60.0;7988.62
4;21;10;26;26360.0;7;142;1;60.0;10057.06
10;15;10;80;25600.0;5;109;3;60.0;8486.15
4;21;11;26;26360.0;7;142;1;60.0;10057.06
8;17;10;92;35864.0;8;131;7;60.0;15406.58
8;17;10;92;35864.0;8;131;7;60.0;15406.58
4;21;11;26;26760.0;7;142;1;60.0;10057.06
22;3;41736;81;32400.0;7;145;1;60.0;11298.55
5;20;2;26;27360.0;7;142;1;60.0;9007.69
13;12;13230;26;22124.0;6;132;1;60.0;8536.9
10;15;16940;35;21800.0;6;127;3;60.0;9562.47
9;16;10;80;22800.0;5;115;1;60.0;9539.04
4;21;12;26;26360.0;7;142;1;60.0;10057.06
7;18;6;81;34160.0;7;130;3;60.0;14050.2
7;18;4;81;34860.0;7;130;3;60.0;14348.41
4;21;2;80;27860.0;7;122;1;60.0;13047.54
5;20;2;81;38560.0;7;130;3;60.0;15466.38
5;19;2;80;25860.0;5;115;1;60.0;11078.49
10;15;3;76;30660.0;7;123;1;60.0;9250.28
10;15;3;76;30660.0;7;123;1;60.0;9250.28
5;20;4;81;37860.0;7;142;3;60.0;17318.32
5;20;3;81;50860.0;11;27;6;60.0;26066.58
7;18;5;81;34860.0;7;130;3;60.0;14348.41
7;18;3;81;34860.0;7;130;3;60.0;14348.41
5;20;73;79;37860.0;4;0;0;60.0;14652.72
6;19;16;79;37860.0;4;0;0;60.0;14507.36
13;24;20886;69;33990.0;8;144;7;60.0;15453.02
8;17;10;26;28490.0;7;145;1;60.0;9045.55
10;15;6000;84;41844.0;7;133;3;60.0;15904.18
17;7;22205;59;41800.0;10;128;3;60.0;17343.95
26;0;18580;12;39900.0;10;134;3;54.0;18154.43
3;21;10;126;57400.0;11;158;5;60.0;27063.83
9;16;10;26;25500.0;6;126;3;60.0;7239.86
15;10;4016;26;27900.0;7;142;1;60.0;8050.95
9;16;10;26;25300.0;6;132;1;60.0;8112.96
12;13;30;26;24600.0;6;131;1;60.0;7392.36
42;0;53282;81;22882.0;7;146;1;42.0;10204.75
22;2;39255;25;16224.0;4;123;1;60.0;6205.27
8;17;10;26;28990.0;6;134;3;60.0;9682.64
25;0;50139;25;17172.0;6;125;1;60.0;6923.4
25;0;33761;25;17040.0;6;124;1;60.0;6519.43
12;13;19400;25;19490.0;6;120;1;60.0;7775.81
8;17;10;26;27490.0;6;131;3;60.0;8779.52
13;12;10;81;38290.0;7;130;3;60.0;14512.33
18;6;14192;47;35790.0;8;127;5;60.0;14029.89
22;2;39093;25;16200.0;4;123;1;60.0;6216.91
8;17;10;26;27490.0;6;131;3;60.0;8779.52
23;2;25995;27;24990.0;7;129;3;60.0;10916.69
4;21;10;27;36490.0;7;135;3;60.0;18953.73
40;0;67314;25;15112.0;5;104;1;42.0;6172.68
2;23;10;94;20564.0;5;117;1;60.0;9187.59
10;15;10;26;26000.0;6;126;3;60.0;7170.05
9;16;10;26;28000.0;6;130;3;60.0;8606.12
7;17;6;35;27000.0;6;139;3;60.0;12056.57
7;17;8;35;27000.0;6;139;3;60.0;12056.57
7;17;8;35;27000.0;6;139;3;60.0;12056.57
7;17;5;35;27000.0;6;139;3;60.0;12056.57
6;19;7;35;23500.0;6;127;3;60.0;10349.39
12;48;5952;34;32860.0;8;142;1;60.0;12164.69
7;17;7;35;27000.0;6;139;3;60.0;12056.57
3;22;9;35;22500.0;7;141;1;60.0;9895.49
7;17;6;35;27000.0;6;139;3;60.0;12056.57
7;17;9;35;27000.0;6;139;3;60.0;12056.57
7;17;7;35;27000.0;6;139;3;60.0;12056.57
13;48;5960;34;32860.0;8;142;1;60.0;12114.38
7;17;7;35;27000.0;6;139;3;60.0;12056.57
7;17;6;35;27000.0;6;139;3;60.0;12056.57
